hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoU,CoA,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
17090,"Sned Wood Hill","38B",2183,"2","231","758","SO402660","SO 40266 66046","SO397660","194","37","no feature: ground in small clearing","ground 40m WSW at SO 40225 66035 could be as high","","2012-01-20","","137 148 149","203","340264","266041","52.289255","-2.877208","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091,"Lawrence's Hill","38A",2843,"2","231","758","SJ641093","SJ 64125 09339","SJ642092","197","34","no feature: ground by tree","","","2012-01-20","","127","242","364123","309335","52.680528","-2.532103","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17092,"Church Hill","38B",2837,"2","230","755","SO710731","SO 71033 73120","SO710724","198","32","no feature: ground 7m SW of trig point","trig point is in depression","","2012-01-20","","138","218","371031","273115","52.35534","-2.426758","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17093,"Acton Bank","38A",2183,"2","229","751","SO318854","SO 31893 85436","SO312849","167","62","no feature","","","2015-04-14","","137","216","331891","285431","52.462575","-3.003892","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17094,"Llynclys Hill","38A",2087,"2","231.2","759","SJ260242","SJ 26079 24212","SJ 2598 2477","195.6","35.7","end of wall","summit 140m NNE at SJ 26140 24342 is 3.8m lower","","2023-02-05","","126","240","326077","324208","52.810346","-3.098144","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17095,"Staple Edge Hill","38B",2862,"2","228","748","SO645103","SO 64580 10379","SO633144","167","61","no feature","","","2015-01-30","","162","OL14E","364578","210374","51.790893","-2.514972","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17096,"Backbury Hill","38B",2866,"2","225","738","SO586387","SO 58644 38788","SO595396","163","62","no feature: ground on hill fort","","","2016-02-03","","149","189","358642","238783","52.045896","-2.604454","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,"Caus Castle","38A",2200,"2","233.6","766","SJ337077","SJ 33715 07786","SJ 3338 0762","180.4","53.2","small embedded rock","summit area all man-made ground","Trimble GeoXH 6000","2015-09-03","","126","216","333713","307782","52.663697","-2.981553","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17098,"Bircham Wood","38B",2862,"2","220","722","SO560097","SO 56055 09773","SO558104","174","46","hummock: next to path","","","2012-01-20","","162","OL14E OL14W","356053","209768","51.784838","-2.638492","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17099,"Leysters Hill","38B",2867,"2","220","722","SO560637","","SO572632","182","38","","","","2012-01-20","","137 138 149","203","356000","263700","52.269698","-2.646213","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100,"Breakheart Hill","38B",2862,"2","219","718","SO671191","SO 67183 19181","SO662194","152","67","no feature: ground by stile","","","2012-01-20","","162","OL14E","367181","219176","51.870190","-2.478070","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17101,"Woodhampton Larches","38B",2183,"2","215.8","708","SO414670","SO 41465 67054","SO 4145 6751","168.2","47.6","no feature","ground by hedge 230m N at SO 41625 67278 is 1.8m lower","","2023-02-05","","137 148 149","203","341463","267049","52.298445","-2.859806","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17102,"Newbarns Hill","38B",2242,"2","215.7","708","SO382350","SO 38280 35099","SO388353","126.7","89","trig point","","","2019-05-19","","149 161","OL13N","338278","235094","52.010836","-2.900689","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17103,"Oyster Hill","38B",2854,"2","214.9","705","SO725416","SO 72515 41651","SO723405","158","57","no feature: woodland","ground 200m NW, 60m S of trig point, at SO 72359 41769 is 0.4m lower","","2020-12-06","","149","190","372513","241646","52.0725","-2.402433","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17104,"Bank Farm Hill","38B",2854,"2","210","689","SO751460","SO 75119 46094","SO750463","176","34","no feature: ground by container","","","2012-01-20","","150","190","375117","246089","52.112568","-2.364768","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17105,"Blaze Bailey","38B",2862,"2","208","682","SO668115","SO 66855 11591","SO671133","146","62","no feature","on level ridge","","2015-01-30","","162","OL14E","366853","211586","51.80193","-2.482105","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17106,"Canwood Knoll","38B",2866,"2","208","682","SO615377","SO 61546 37730","SO616380","173","35","ground by end of wall","flat summit area","","2012-01-20","","149","189","361544","237725","52.036594","-2.562022","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17107,"Hazel Point","38B",2178,"2","257","843","SO288618","SO 28830 61815","SO289618","223","34","no feature: open woodland","","Abney level","2014-08-21","","137 148","201N","328828","261810","52.249858","-3.043952","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17108,"Tick Wood","38A",2847,"2","207","679","SJ644031","SJ 64497 03144","SJ644026","135","72","ground by oak tree at edge of old pit","","Abney level","2015-04-05","","127","242","364495","303140","52.624863","-2.525932","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17109,"Serridge Inclosure","38B",2862,"2","207","679","SO621143","SO 62129 14309","SO638153","173","34","small mound","","","2012-01-20","","162","OL14E","362127","214304","51.826066","-2.550938","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17110,"Little Hill","38B",2866,"2","207","679","SO610381","SO 61052 38164","SO612383","173","34","no feature: ground in firebreak","","","2014-08-07","","149","189","361050","238159","52.040461","-2.569272","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111,"Birchwood","38B",2854,"2","206","676","SO749505","SO 74962 50524","SO751486","137","69","ground by concrete tank","highest natural ground might be 15m NNW at SO 74956 50538","","2012-01-20","","150","204","374960","250519","52.152389","-2.367388","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17112,"Rockabank Hill","38A",2187,"2","206","676","SO280998","SO 28031 99863","SO281998","164","42","no feature","","","2012-01-20","","137","216","328029","299859","52.591756","-3.063854","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113,"Brockhill","38B",2854,"2","206","676","SO758438","SO 75878 43831","SO761439","168","38","ground by oak tree","","","2015-01-30","","150","190","375876","243826","52.092257","-2.353523","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,"Fetch Hill","38A",2841,"2","206.3","677","SJ567013","SJ 56743 01321","SJ 5610 0035","174.2","32.1","no feature: 20m SE of wood","mound with trig point 85m E is 0.7m lower","","2021-02-06","","126","241S","356741","301317","52.607911","-2.640235","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17115,"Long Coppice Hill","39",2843,"2","205","673","SO793801","","SO794832","146","59","","","","2014-10-04","","138","218","379300","280100","52.418511","-2.305787","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17116,"Pimple Hill","38B",2867,"2","205","673","SO712489","","SO691530","143","62","","","","2015-02-08","","149","190","371200","248900","52.137651","-2.422209","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17117,"Pool Hill","38B",2862,"2","205","673","SO675176","SO 67558 17615","SO665177","158","47","no feature","","","2012-01-20","","162","OL14E","367556","217610","51.856132","-2.472476","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17118,"Radlith","38A",2840,"2","205","673","SJ417058","SJ 41744 05832","SJ419056","167","38","no feature: ground 2m NE of small mast","","","2012-01-20","","126","241S","341742","305828","52.647056","-2.862504","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17119,"Great Doward","38B",2857,"2","201","659","SO548164","SO 54876 16444","SO543162","118","83","no feature: ground on paved area","ground near location of spot height may be higher but is man-made","","2015-03-15","","162","OL14W","354874","216439","51.844721","-2.656453","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17120,"Bailey Hill","38B",2862,"2","205.3","674","SO640077","SO 64081 07742","SO632081","122","83","no feature: woodland","ground by trig point at SO 64026 07435 is 2m lower","","2020-11-08","","162","OL14E","364079","207737","51.767152","-2.521933","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17121,"Huntley Hill","38B",2860,"2","202","663","SO703191","SO 70307 19175","SO699199","148","54","small mound by forest fence","","","2012-01-20","","162","OL14E","370305","219170","51.870311","-2.432697","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17122,"The Leathers","38B",2183,"2","200","656","SO419661","SO 41946 66124","SO 4193 6637","155.4","44.6","no feature: ground by fence","","","2022-11-23","","137 148 149","203","341944","266119","52.290136","-2.852593","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17123,"Munderfield Stocks","38B",2867,"2","202","663","SO648507","SO 64855 50705","SO629516","156","46","no feature: crop field","","","2012-01-20","","149","202","364853","250700","52.153464","-2.515126","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17124,"Lyonshall Park","38B",2199,"2","202","663","SO324569","SO 32430 56985","SO325567","167","35","no feature: arable","","","2012-01-20","","148","201S","332428","256980","52.206895","-2.99026","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17125,"Rough Hill","38B",2864,"Un","203.1","666","SO524318","SO 52442 31892","SO 5248 3242","174.5","28.6","bank on S side of reservoir","natural summit (0.7m lower) might exist 20m WNW of reservoir","","2020-06-21","Tump deletion June 2020","149","189","352440","231887","51.983401","-2.693921","E","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17126,"Old Hills","38B",2862,"2","201","659","SO542100","SO 54259 10071","SO554101","131","70","ground by mound of rocks","","","2012-01-20","","162","OL14W","354257","210066","51.787373","-2.664566","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17127,"Penyard Park","38B",2862,"2","200.2","657","SO618231","SO 61861 23139","SO 6059 2299","110.9","89.3","ground by yew tree","ground 60m SW at SO 61801 23112 is 1m lower","Abney level","2020-08-16","","162","OL14E 189","361859","223134","51.905435","-2.555804","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17128,"Merryhill","38B",2861,"2","200","656","SO433460","","SO430463","133","67","","","","2012-01-20","","148 149","202","343300","246000","52.109415","-2.829341","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17129,"Crabtree Hill","38B",2862,"2","203.1","666","SO632136","SO 63253 13651","SO643115","168","35","ground by boundary bank","3 contenders aligned at similar intervals to the SE are all between 2.0 & 2.7m lower","","2020-11-08","","162","OL14E","363251","213646","51.820225","-2.534559","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17130,"Kenstone Hill","38A",2087,"1","199","653","SJ593279","SJ 59338 27991","SJ580287","138","61","fenceline by trig point","","","2012-01-20","","126","241N","359336","327987","52.847856","-2.605227","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17131,"Warfield Bank","38A",2183,"1","199","653","SO375780","SO 37510 78075","SO375785","166","33","no feature: pasture","N tip of S wood is only slightly lower","Abney level","2017-04-06","","137 148","201N","337508","278070","52.397079","-2.91985","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17132,"Brampton Hill","38B",2242,"1","198","650","SO399358","","SO393364","131","67","","","","2014-10-04","","149 161","OL13N","339900","235800","52.017361","-2.877184","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17133,"The Leathers East Top","38B",2183,"1","197","646","SO423663","SO 42337 66400","SO420663","154","43","no feature: open woodland","","","2019-11-21","","137 148 149","203","342335","266395","52.292659","-2.846909","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17134,"Perrystone Hill","38B",2866,"1","196","643","SO633292","SO 63378 29212","SO630317","116","80","bank on south side of road","","","2015-01-30","","149","OL14E 189","363376","229207","51.960137","-2.534403","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17135,"Chestnuts Hill","38B",2862,"1","196","643","SO678146","SO 67863 14605","SO671146","146","50","ground by well 20m N of trig point","ground by trig point (SO 67861 14586) may be as high","","2012-01-20","","162","OL14E","367861","214600","51.829087","-2.467767","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17136,"Woolpits Hill","38B",2854,"1","194","636","SO728359","","SO721382","132","62","","","","2016-02-07","","149","190","372800","235900","52.020856","-2.397792","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17137,"Mayhill","38B",2854,"1","193","633","SO721372","SO 72137 37210","SO725366","143","50","no feature","ground 130m SSE at SO 72197 37091 may be as high","","2016-02-02","","149","190","372135","237205","52.032554","-2.407585","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17138,"Fromes Hill","38B",2867,"1","193","633","SO674469","SO 67480 46973","SO681490","161","32","no feature: arable field","flat summit area","","2012-01-20","","149","202","367478","246968","52.120073","-2.476401","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17139,"Capler Camp","38B",2866,"1","182","597","SO591329","SO 59115 32980","SO600350","103","79","no feature: woodland","ground on ramparts 400m E at SO 59508 32931 is 0.4m higher but man made: intermediate natural summit at SO 59258 32970 is 1.3m lower","","2020-11-08","","149","189","359113","232975","51.993715","-2.596891","E","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17140,"Rough Hill","38B",2854,"1","192","630","SO758482","SO 75898 48239","SO755481","144","48","no feature","summit in trees","","2012-01-20","","150","190","375896","248234","52.131888","-2.353545","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17141,"Chase End Hill","38B",2854,"1","191","627","SO761355","SO 76107 35512","SO759358","133","58","ground by trig point","","","2014-12-15","","150","190","376105","235507","52.017474","-2.349596","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17142,"Hammer Hill","38A",2843,"1","191","627","SO783823","SO 78381 82398","SO789812","157","34","ground by house","","","2015-04-14","","138","218","378379","282393","52.439091","-2.319471","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17143,"Haugh Wood","38B",2866,"1","189","620","SO593366","SO 59309 36608","SO610368","108","81","no feature: ground by track","","","2012-01-20","","149","189","359307","236603","52.026346","-2.594498","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17144,"Sweeney Mountain","38A",2087,"1","189","620","SJ279256","SJ 27929 25613","SJ275255","156","33","no feature: ground near fence by house","","","2012-01-20","","126","240","327927","325609","52.823189","-3.071012","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17145,"Dunseal Hill","38B",2242,"1","189","620","SO391338","SO 39121 33829","SO388341","158","31","ground under large oak tree","","","2014-08-07","","149 161","OL13N","339119","233824","51.999512","-2.888211","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17146,"Crews Hill","38B",2862,"1","188","617","SO671217","SO 67200 21740","SO669210","139","49","no feature: pasture N of house","","","2016-02-03","","162","OL14E","367198","221735","51.893198","-2.478067","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17147,"Rodge Hill","38B",2837,"1","188","617","SO747624","SO 74757 62405","SO744634","149","39","E side of track 110m N of bench","","","2019-06-24","","138 150","204","374755","262400","52.259194","-2.371273","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17148,"Pump Hill","38A",2847,"1","188","617","SO668998","SO 66838 99876","SJ664000","156","32","no feature: woodland","","Abney level","2012-01-20","","138","218","366836","299871","52.595633","-2.491021","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17149,"Bryn-y-fedwen","38A",2131,"1","187","614","SJ233221","SJ 23338 22155","SJ214225","140","47","ground by water tank","water tank is on raised ground but this covers natural summit","","2012-01-20","","126","240","323336","322151","52.791475","-3.138318","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17150,"Redhill","38A",2843,"1","190","623","SJ726109","","SJ699102","143","47","","","","2014-12-08","","127","242","372600","310900","52.695096","-2.406856","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17151,"Butthouse Knapp","38B",2861,"1","185","607","SO439490","SO 43978 49096","SO432490","128","57","no feature","","Abney level","2012-01-20","","148 149","202","343976","249091","52.137272","-2.819981","E","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
